row,col,.value,N_header_label_01,N_header_label_02,N_header_label_03,W_header_label_01,W_header_label_02,W_header_label_03,W_header_label_04,W_header_label_05
149,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, general"
150,10,4,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, physical and biological"
151,10,18,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Economics ,NA
152,10,18,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Economics ,"Econometrics, economics"
153,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Economics ,Natural resources and environmental economics (social sciences)
154,10,15,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Political science and government,NA
155,10,21,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Sociology,NA
156,10,35,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,NA
157,10,4,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,"American, U.S. studies"
158,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Applied linguistics
159,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Area, ethnic, and cultural studies"
160,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminal justice and corrections
161,10,4,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminology
162,10,5,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other"
163,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Gender and women's studies
164,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Geography
165,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Health policy analysis
166,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,"International relations, international affairs"
167,10,5,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Linguistics
168,10,4,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Public policy analysis
169,10,4,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Urban, city, community and regional planning"
170,10,114,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Social sciences ,Other social sciences,NA
171,10,9,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",Other social sciences,NA
172,10,17,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Bioengineering and biomedical engineering,Other social sciences,NA
173,10,14,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Chemical engineering,Other social sciences,NA
174,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Civil engineering,Other social sciences,NA
175,10,16,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,"Electrical, electronics, and communications engineering",Other social sciences,NA
176,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Industrial and manufacturing engineering,Other social sciences,NA
177,10,24,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Materials science engineering,Other social sciences,NA
178,10,9,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Mechanical engineering,Other social sciences,NA
179,10,22,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Other engineering,Other social sciences,NA
180,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Other engineering,Computer engineering,NA
181,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Other engineering,"Environmental, environmental health engineering",NA
182,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Other engineering,Nuclear engineering,NA
183,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Other engineering,Robotics,NA
184,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Other engineering,Structural engineering,NA
185,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Other engineering,Systems engineering,NA
186,10,16,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Engineering,Other engineering,"Other engineering, aggregated",NA
187,10,83,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Other engineering,"Other engineering, aggregated",NA
188,10,19,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education administration,"Other engineering, aggregated",NA
189,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education administration,Educational administration and supervision,NA
190,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education administration,"Educational and human resource studies, development",NA
191,10,9,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education administration,Educational leadership,NA
192,10,7,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education administration,Urban education and leadership,NA
193,10,39,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,Urban education and leadership,NA
194,10,5,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,"Counseling education, counseling and guidance",NA
195,10,6,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,Curriculum and instruction,NA
196,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,"Educational assessment, testing, measurement",NA
197,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,Educational policy analysis,NA
198,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,Educational psychology (education),NA
199,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,"Educational statistics, research methods",NA
200,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,"Educational/instructional technology, media design",NA
201,10,12,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,Higher education evaluation and research,NA
202,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,International education,NA
203,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,School psychology (education),NA
204,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,Social and philosophical foundations of education,NA
205,10,4,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Education research ,Special education,NA
206,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Teacher education,Special education,NA
207,10,12,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Teaching fields ,Special education,NA
208,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Teaching fields ,English as a second or foreign language,NA
209,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Teaching fields ,Health education,NA
210,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Teaching fields ,Literacy and reading education,NA
211,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Teaching fields ,Mathematics education,NA
212,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Teaching fields ,Music education,NA
213,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Teaching fields ,Science education,NA
214,10,6,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Teaching fields ,"Teaching fields, aggregated",NA
215,10,10,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Other education ,"Teaching fields, aggregated",NA
216,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Other education ,Workforce education and development,NA
217,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Other education ,"Education, general",NA
218,10,6,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Education,Other education ,"Education, other",NA
219,10,115,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other education ,"Education, other",NA
220,10,13,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Foreign languages and literature,"Education, other",NA
221,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Foreign languages and literature,French,NA
222,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Foreign languages and literature,Germanic language and literature,NA
223,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Foreign languages and literature,Italian,NA
224,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Foreign languages and literature,Spanish language and literature,NA
225,10,8,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Foreign languages and literature,"Other languages, aggregated",NA
226,10,18,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,History,"Other languages, aggregated",NA
227,10,6,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,History,"American history, United States and Canada",NA
228,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,History,Asian history,NA
229,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,History,European history,NA
230,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,History,"History, science and technology and society",NA
231,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,History,Latin American history,NA
232,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,History,"Middle, Near East history",NA
233,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,History,"History, general",NA
234,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,History,"History, aggregated",NA
235,10,27,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Letters,"History, aggregated",NA
236,10,10,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Letters,"American literature, United States and Canada",NA
237,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Letters,Classics,NA
238,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Letters,Comparative literature,NA
239,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Letters,English language,NA
240,10,10,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Letters,"English literature, British and Commonwealth",NA
241,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Letters,Rhetoric and composition,NA
242,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Letters,Speech and rhetorical studies,NA
243,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Letters,"Letters, aggregated",NA
244,10,57,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,"Letters, aggregated",NA
245,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,Archaeology (humanities),NA
246,10,9,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",NA
247,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,"Dance, drama",NA
248,10,6,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,"Film, cinema, video studies",NA
249,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,Music,NA
250,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,NA
251,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,Music performance,NA
252,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,Music theory and composition,NA
253,10,8,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,"Philosophy, ethics",NA
254,10,11,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,"Religion/religious studies, Jewish/Judaic studies",NA
255,10,4,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,"Theology, religious education",NA
256,10,6,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Humanities and arts,Other humanities and arts,"Other humanities, aggregated",NA
257,10,51,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Other humanities and arts,"Other humanities, aggregated",NA
258,10,21,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Business management and administration,"Other humanities, aggregated",NA
259,10,4,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Business management and administration,Accounting,NA
260,10,6,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Business management and administration,Business administration and management,NA
261,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Business management and administration,Finance,NA
262,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Business management and administration,"Human resources, organizational behavior",NA
263,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Business management and administration,"Management information systems, business statistics",NA
264,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Business management and administration,Marketing management and research,NA
265,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Business management and administration,Other aggregated business fields,NA
266,10,14,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Communication,Other aggregated business fields,NA
267,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Communication,Communication research,NA
268,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Communication,"Mass communication, media studies",NA
269,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Communication,"Communication, general",NA
270,10,6,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Communication,"Communication, aggregated",NA
271,10,16,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Non-S&E fields nec,"Communication, aggregated",NA
272,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Non-S&E fields nec,Architecture and environmental design,NA
273,10,2,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Non-S&E fields nec,"Family, consumer sciences and human sciences",NA
274,10,3,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",NA
275,10,0,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Non-S&E fields nec,Public administration,NA
276,10,9,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Non-S&E fields nec,Social work,NA
277,10,1,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,All fields,Otherb,Non-S&E fields nec,"Fields nec, aggregated",NA
7,11,471,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,NA,NA,NA,NA
8,11,107,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,NA,NA,NA
9,11,13,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,NA,NA
10,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,Agricultural economics,NA
11,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,"Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other",NA
12,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,"Animal nutrition, poultry science",NA
13,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,"Animal sciences, other",NA
14,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,Environmental science,NA
15,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,Fishing and fisheries sciences and management,NA
16,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,"Food science, food technology-other",NA
17,11,9,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,"Forest biology, forest management, wood science, forestry sciences- other",NA
18,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,Natural resource and environmental policy,NA
19,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,"Natural resources and conservation, wildlife and range management",NA
20,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,Soil chemistry and microbiology,NA
21,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,"Soil sciences, other",NA
22,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Agricultural sciences and natural resources ,"Agricultural sciences, aggregated",NA
23,11,65,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Agricultural sciences, aggregated",NA
24,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Anatomy, developmental biology",NA
25,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Bacteriology, parasitology, and virology",NA
26,11,9,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),NA
27,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Bioinformatics,NA
28,11,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Biomedical sciences,NA
29,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,NA
30,11,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),NA
31,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Botany, plant pathology, plant physiology",NA
32,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Cancer biology,NA
33,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",NA
34,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Computational biology,NA
35,11,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Ecology,NA
36,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Endocrinology, human/animal pathology",NA
37,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Entomology,NA
38,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Environmental toxicology (biological sciences),NA
39,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Epidemiology,NA
40,11,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Evolutionary biology,NA
41,11,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Genetics and genomics, human and animal",NA
42,11,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Immunology,NA
43,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Microbiology,NA
44,11,7,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Molecular biology,NA
45,11,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Molecular medicine,NA
46,11,13,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiology",NA
47,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Nutrition sciences,NA
48,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",NA
49,11,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Physiology, human and animal",NA
50,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Plant genetics,NA
51,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Structural biology,NA
52,11,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Toxicology,NA
53,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Wildlife biology,NA
54,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,Zoology,NA
55,11,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",NA
56,11,2,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Biological and biomedical sciences,"Biotechnology, biology/biomedical sciences-other",NA
57,11,29,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,"Biotechnology, biology/biomedical sciences-other",NA
58,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,Environmental health,NA
59,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,Health and behavior,NA
60,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,Health services/systems administration,NA
61,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,"Kinesiology, exercise science",NA
62,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,"Medical physics, radiological science",NA
63,11,3,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,Nursing science,NA
64,11,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,Pharmaceutical sciences,NA
65,11,4,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,Public health,NA
66,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,"Rehabilitation, therapeutic services",NA
67,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,Speech-language pathology and audiology,NA
68,11,17,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Life sciences,Health sciences,"Health sciences, aggregated",NA
69,11,51,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Physical sciences and earth sciences,Health sciences,"Health sciences, aggregated",NA
70,11,24,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Physical sciences and earth sciences,Chemistry,"Health sciences, aggregated",NA
71,11,5,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Physical sciences and earth sciences,Chemistry,Analytical chemistry,NA
72,11,1,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Physical sciences and earth sciences,Chemistry,Chemical biology,NA
73,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Physical sciences and earth sciences,Chemistry,Inorganic chemistry,NA
74,11,0,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Physical sciences and earth sciences,Chemistry,Medicinal chemistry,NA
75,11,5,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reported,All fields,Physical sciences and earth sciences,Chemistry,Organic chemistry,NA
